PENGHASIL DATA,IKU PEMERINTAH DAERAH,NAMA DATA,PERIODE DATA,JADWAL RILIS,SATUAN,KLASIFIKASI
Dinas Pendidikan,Nilai Rapor Pendidikan,Nilai Kompetensi Numerasi,Tahun Ajaran,Juni N+1,nilai,Kabupaten/Kota; Jenjang Pendidikan
Dinas Pendidikan,Nilai Rata-rata Kompetensi Literasi,*,Tahun Ajaran,Juni N+1,nilai,Provinsi
Dinas Pendidikan,Nilai Rata-rata Kompetensi Literasi,Nilai Kompetensi Literasi SLB,Tahun Ajaran,Juni N+1,nilai,Kabupaten/Kota; status sekolah
Dinas Pendidikan,Nilai Rata-rata Kompetensi Literasi,Nilai Kompetensi Literasi SMA,Tahun Ajaran,Juni N+1,nilai,Kabupaten/Kota; status sekolah
Dinas Pendidikan,Nilai Rata-rata Kompetensi Literasi,Nilai Kompetensi Literasi SMK,Tahun Ajaran,Juni N+1,nilai,Kabupaten/Kota; status sekolah
Dinas Pendidikan,Nilai Rata-rata Kompetensi Numerasi,*,Tahun Ajaran,Juni N+1,nilai,Provinsi
Dinas Pendidikan,Nilai Rata-rata Kompetensi Numerasi,Nilai Kompetensi Numerasi SLB,Tahun Ajaran,Juni N+1,nilai,Kabupaten/Kota; status sekolah
Dinas Pendidikan,Nilai Rata-rata Kompetensi Numerasi,Nilai Kompetensi Numerasi SMA,Tahun Ajaran,Juni N+1,nilai,Kabupaten/Kota; status sekolah
Dinas Pendidikan,Nilai Rata-rata Kompetensi Numerasi,Nilai Kompetensi Numerasi SMK,Tahun Ajaran,Juni N+1,nilai,Kabupaten/Kota; status sekolah
Dinas Pendidikan,Persentase Penurunan Angka Putus Sekolah,*,Tahun Ajaran,Juni N+1,nilai,Kabupaten/Kota; Jenjang Pendidikan
Dinas Pendidikan,Persentase Penurunan Angka Putus Sekolah,Jumlah Siswa Keseluruhan,Tahun Ajaran,Juni N+1,nilai,Kabupaten/Kota; Jenjang Pendidikan
Dinas Pendidikan,Persentase Penurunan Angka Putus Sekolah,Jumlah Siswa penerima BOPD SLB Negeri,Tahun Ajaran,November,orang,Kabupaten/Kota ; jenis kelamin ; agama; usia
Dinas Pendidikan,Persentase Penurunan Angka Putus Sekolah,Jumlah Siswa penerima BOPD SMA Negeri,Tahun Ajaran,November,orang,Kabupaten/Kota ; jenis kelamin ; agama; usia
Dinas Pendidikan,Persentase Penurunan Angka Putus Sekolah,Jumlah Siswa penerima BOPD SMK Negeri,Tahun Ajaran,November,orang,Kabupaten/Kota ; jenis kelamin ; agama; usia
Dinas Pendidikan,Persentase Penurunan Angka Putus Sekolah,Jumlah Siswa penerima BPMU SLB Swasta,Tahun Ajaran,November,orang,Kabupaten/Kota ; jenis kelamin ; agama; usia
Dinas Pendidikan,Persentase Penurunan Angka Putus Sekolah,Jumlah Siswa penerima BPMU SMA Swasta,Tahun Ajaran,November,orang,Kabupaten/Kota ; jenis kelamin ; agama; usia
Dinas Pendidikan,Persentase Penurunan Angka Putus Sekolah,Jumlah Siswa penerima BPMU SMK Swasta,Tahun Ajaran,November,orang,Kabupaten/Kota ; jenis kelamin ; agama; usia
Dinas Pendidikan,Persentase Penurunan Angka Putus Sekolah,Jumlah Siswa Penerima KETM SMA Swasta,Tahun Ajaran,November,orang,Kabupaten/Kota ; jenis kelamin ; agama; usia
Dinas Pendidikan,Persentase Penurunan Angka Putus Sekolah,Jumlah Siswa Penerima KETM SMK Swasta,Tahun Ajaran,November,orang,Kabupaten/Kota ; jenis kelamin ; agama; usia
Dinas Pendidikan,Persentase Penurunan Angka Putus Sekolah,Jumlah Siswa yang Sudah Tidak Bersekolah,Tahun Ajaran,Juni N+1,nilai,Kabupaten/Kota; Jenjang Pendidikan
Dinas Pendidikan,Tingkat kepuasan dunia kerja terhadap budaya kerja lulusan smk,*,Tahun Ajaran,Juni N+1,persen,Provinsi
Dinas Pendidikan,Tingkat penyerapan lulusan smk,*,Tahun Ajaran,Juni N+1,persen,Provinsi
Dinas Perhubungan,Persentase angkutan penumpang ASDP yang sesuai standar keselamatan,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase angkutan penumpang ASDP yang sesuai standar keselamatan,Jumlah kapal yang beroperasi,Tahunan,Maret n+1,unit,Provinsi
Dinas Perhubungan,Persentase angkutan penumpang ASDP yang sesuai standar keselamatan,Jumlah kapal yang mempunyai surat ukur,Tahunan,Maret n+1,unit,Provinsi
Dinas Perhubungan,Persentase angkutan penumpang ASDP yang sesuai standar keselamatan,Jumlah penumpang kapal,Tahunan,Maret n+1,unit,Provinsi
Dinas Perhubungan,Persentase data dan informasi layanan transportasi yang terintegrasi,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase data dan informasi layanan transportasi yang terintegrasi,Jumlah data yang terintegrasi,Tahunan,Maret n+1,data,Provinsi
Dinas Perhubungan,Persentase data dan informasi layanan transportasi yang terintegrasi,Jumlah data yang tersedia,Tahunan,Maret n+1,data,Provinsi
Dinas Perhubungan,Persentase Data dan Informasi LLAJ yang tersedia,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase Data dan Informasi LLAJ yang tersedia,Jumlah data informasi LLAJ yang dibutuhkan,Tahunan,Maret n+1,data,Provinsi
Dinas Perhubungan,Persentase Data dan Informasi LLAJ yang tersedia,Jumlah Data Informasi LLAJ Yang Tersedia,Tahunan,Maret n+1,data,Provinsi
Dinas Perhubungan,Persentase Data Pelayaran yang tersedia,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase Data Pelayaran yang tersedia,Jumlah data informasi pelayaran yang dibutuhkan,Tahunan,Maret n+1,data,Provinsi
Dinas Perhubungan,Persentase Data Pelayaran yang tersedia,Jumlah Data Informasi Pelayaran Yang Tersedia,Tahunan,Maret n+1,data,Provinsi
Dinas Perhubungan,Persentase Data Perkeretaapian dan Penerbangan yang tersedia,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase Data Perkeretaapian dan Penerbangan yang tersedia,Area Terminal,Tahunan,***,***,Area/Polygon
Dinas Perhubungan,Persentase Data Perkeretaapian dan Penerbangan yang tersedia,Jaringan Jalur Kereta Api,Tahunan,***,***,Garis/Polyline
Dinas Perhubungan,Persentase Data Perkeretaapian dan Penerbangan yang tersedia,Jaringan Jalur Mudik,Tahunan,***,***,Garis/Polyline
Dinas Perhubungan,Persentase Data Perkeretaapian dan Penerbangan yang tersedia,Jumlah data informasi perkeretaapian yang dibutuhkan,Tahunan,Maret n+1,data,Provinsi
Dinas Perhubungan,Persentase Data Perkeretaapian dan Penerbangan yang tersedia,Jumlah Data Informasi Perkertaapian Yang Tersedia,Tahunan,Maret n+1,data,Provinsi
Dinas Perhubungan,Persentase Data Perkeretaapian dan Penerbangan yang tersedia,Sebaran Bandara,Tahunan,***,***,Titik/Point
Dinas Perhubungan,Persentase Data Perkeretaapian dan Penerbangan yang tersedia,Sebaran Pelabuhan Penyebrangan,Tahunan,***,***,Titik/Point
Dinas Perhubungan,Persentase Data Perkeretaapian dan Penerbangan yang tersedia,Sebaran Posko Alat Berat,Tahunan,***,***,Titik/Point
Dinas Perhubungan,Persentase Data Perkeretaapian dan Penerbangan yang tersedia,Sebaran Posko Kesehatan,Tahunan,***,***,Titik/Point
Dinas Perhubungan,Persentase Data Perkeretaapian dan Penerbangan yang tersedia,Sebaran Posko Pengawasan Jalan,Tahunan,***,***,Titik/Point
Dinas Perhubungan,Persentase Data Perkeretaapian dan Penerbangan yang tersedia,Sebaran Posko Pengawasan Lalu Lintas,Tahunan,***,***,Titik/Point
Dinas Perhubungan,Persentase Data Perkeretaapian dan Penerbangan yang tersedia,Sebaran Rest Area,Tahunan,***,***,Titik/Point
Dinas Perhubungan,Persentase Data Perkeretaapian dan Penerbangan yang tersedia,Sebaran Terminal Tipe B,Tahunan,***,***,Titik/Point
Dinas Perhubungan,Persentase dukungan kebijakan teknis penyelenggaraan perkeretaapian,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase dukungan kebijakan teknis penyelenggaraan perkeretaapian,Jumlah kebijakan teknis penyelenggaraan perkeretaapian,Tahunan,Maret n+1,dokumen,Provinsi
Dinas Perhubungan,Persentase dukungan kebijakan teknis penyelenggaraan perkeretaapian,Jumlah kebijakan teknis yang disusun,Tahunan,Maret n+1,dokumen,Provinsi
Dinas Perhubungan,Persentase fasilitas perlengkapan jalan di ruas jalan provinsi yang terpasang,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase fasilitas perlengkapan jalan di ruas jalan provinsi yang terpasang,Jumlah fasilitas perlengkapan jalan yang terpasang,Tahunan,Maret n+1,unit,Provinsi
Dinas Perhubungan,Persentase fasilitas perlengkapan jalan di ruas jalan provinsi yang terpasang,Jumlah fasilitasi perlengkapan jalan provinsi,Tahunan,Maret n+1,unit,Provinsi
Dinas Perhubungan,Persentase infrastruktur transportasi yang memenuhi standar keselamatan,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase infrastruktur transportasi yang memenuhi standar keselamatan,Jumlah dermaga memenuhi standar,Tahunan,Maret n+1,unit,Kabupaten/Kota
Dinas Perhubungan,Persentase infrastruktur transportasi yang memenuhi standar keselamatan,Jumlah dermaga yang aktif,Tahunan,Maret n+1,unit,Kabupaten/Kota
Dinas Perhubungan,Persentase infrastruktur transportasi yang memenuhi standar keselamatan,Jumlah fasilitas lalu lintas yang dibutuhkan,Tahunan,Maret n+1,unit,Kabupaten/Kota; Jenis faslalin
Dinas Perhubungan,Persentase infrastruktur transportasi yang memenuhi standar keselamatan,Jumlah fasilitas lalu lintas yang tersedia,Tahunan,Maret n+1,unit,Kabupaten/Kota; Jenis faslalin
Dinas Perhubungan,Persentase infrastruktur transportasi yang memenuhi standar keselamatan,Jumlah infrastruktur transportasi yang memenuhi standar keselamatan,Tahunan,Maret n+1,unit,Kabupaten/Kota; Jenis infrastruktur
Dinas Perhubungan,Persentase infrastruktur transportasi yang memenuhi standar keselamatan,Jumlah infrastruktur transportasi yang tersedia,Tahunan,Maret n+1,unit,Kabupaten/Kota; Jenis infrastruktur
Dinas Perhubungan,Persentase infrastruktur transportasi yang memenuhi standar keselamatan,Jumlah terminal tipe B,Tahunan,Maret n+1,unit,Provinsi
Dinas Perhubungan,Persentase infrastruktur transportasi yang memenuhi standar keselamatan,Jumlah terminal tipe B yang memenuhi standar,Tahunan,Maret n+1,unit,Provinsi
Dinas Perhubungan,Persentase kendaraan umum yang diawasi,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase kendaraan umum yang diawasi,Jumlah Kendaraan umum yang diawasi,Tahunan,Maret n+1,unit,Provinsi
Dinas Perhubungan,Persentase kendaraan umum yang diawasi,Jumlah kendaraan umum yang terdaftar,Tahunan,Maret n+1,unit,Provinsi
Dinas Perhubungan,Persentase kendaraan umum yang sesuai standar keselamatan,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase kendaraan umum yang sesuai standar keselamatan,Jumlah kapal bersurat ukur,Tahunan,Maret n+1,unit,Provinsi
Dinas Perhubungan,Persentase kendaraan umum yang sesuai standar keselamatan,Jumlah kapal yang tersedia,Tahunan,Maret n+1,unit,Provinsi
Dinas Perhubungan,Persentase kendaraan umum yang sesuai standar keselamatan,Jumlah kendaraan umum yang sesuai standar,Tahunan,Maret n+1,unit,Provinsi; Jenis Transportasi
Dinas Perhubungan,Persentase kendaraan umum yang sesuai standar keselamatan,Jumlah kendaraan umum yang terdaftar,Tahunan,Maret n+1,unit,Provinsi; Jenis Transportasi
Dinas Perhubungan,Persentase kendaraan umum yang sesuai standar keselamatan,Jumlah Perusahaan Otobus (PO) yang bersertifikat Sistem Manajemen Keselamatan (SMK),Tahunan,Maret n+1,perusahaan,Provinsi
Dinas Perhubungan,Persentase kendaraan umum yang sesuai standar keselamatan,Jumlah Perusahaan Otobus (PO) yang terdaftar,Tahunan,Maret n+1,perusahaan,Provinsi
Dinas Perhubungan,Persentase Kepuasan Masyarakat pada UPTD PPP LLAJ Wilayah I,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase Kepuasan Masyarakat pada UPTD PPP LLAJ Wilayah II,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase Kepuasan Masyarakat pada UPTD PPP LLAJ Wilayah III,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase Kepuasan Masyarakat pada UPTD PPP LLAJ Wilayah IV,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase Kepuasan Masyarakat pada UPTD PPP LLASDP,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase Kepuasan Masyarakat Sektor Transportasi,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase pemanfaatan ICT untuk peningkatan layanan LLAJ,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase pemanfaatan ICT untuk peningkatan layanan LLAJ,Jumlah ICT yang tersedia,Tahunan,Maret n+1,dokumen,Provinsi
Dinas Perhubungan,Persentase pemanfaatan ICT untuk peningkatan layanan LLAJ,Jumlah pemanfaatan ICT untuk peningkatan layanan LLAJ,Tahunan,Maret n+1,dokumen,Provinsi
Dinas Perhubungan,Persentase pengguna Angkutan Umum ASDP,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase pengguna Angkutan Umum ASDP,Jumlah penumpang ASDP tahun n,Tahunan,Maret n+1,orang,Provinsi
Dinas Perhubungan,Persentase pengguna Angkutan Umum ASDP,Jumlah penumpang ASDP tahun n-1,Tahunan,Maret n+1,orang,Provinsi
Dinas Perhubungan,Persentase pengguna angkutan umum di Jawa Barat,*,Tahunan,Februari n+1,persen,Provinsi
Dinas Perhubungan,Persentase pengguna angkutan umum di Jawa Barat,Jumlah penumpang angkutan umum tahun n,Tahunan,Februari n+1,orang,Provinsi; Kabupaten/Kota
Dinas Perhubungan,Persentase pengguna angkutan umum di Jawa Barat,Jumlah penumpang angkutan umum tahun n-1,Tahunan,Februari n+1,orang,Provinsi; Kabupaten/Kota
Dinas Perhubungan,Persentase pengguna Angkutan umum transportasi darat,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase pengguna Angkutan umum transportasi darat,Jumlah penumpang AKDP tahun n,Tahunan,Maret n+1,orang,Provinsi
Dinas Perhubungan,Persentase pengguna Angkutan umum transportasi darat,Jumlah penumpang AKDP tahun n-1,Tahunan,Maret n+1,orang,Provinsi
Dinas Perhubungan,Persentase penumpang Kereta Api,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase penumpang Kereta Api,Jumlah penumpang kereta api tahun n,Tahunan,Maret n+1,orang,Kabupaten/Kota; Stasiun
Dinas Perhubungan,Persentase penumpang Kereta Api,Jumlah penumpang kereta api tahun n-1,Tahunan,Maret n+1,orang,Kabupaten/Kota; Stasiun
Dinas Perhubungan,Persentase perusahaan angkutan umum yang mempunyai sertifikat SMK (Sitem Manajemen Keselamatan),*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase perusahaan angkutan umum yang mempunyai sertifikat SMK (Sitem Manajemen Keselamatan),Jumlah Perusahaan Otobus (PO) yang bersertifikat Sistem Manajemen Keselamatan (SMK),Tahunan,Maret n+1,perusahaan,Provinsi
Dinas Perhubungan,Persentase perusahaan angkutan umum yang mempunyai sertifikat SMK (Sitem Manajemen Keselamatan),Jumlah Perusahaan Otobus (PO) yang terdaftar,Tahunan,Maret n+1,perusahaan,Provinsi
Dinas Perhubungan,Persentase prasarana pelabuhan yang sesuai standar,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase prasarana pelabuhan yang sesuai standar,Jumlah Pelabuhan,Tahunan,Maret n+1,unit,Provinsi
Dinas Perhubungan,Persentase prasarana pelabuhan yang sesuai standar,Jumlah Pelabuhan terstandar,Tahunan,Maret n+1,unit,Provinsi
Dinas Perhubungan,Persentase rencana persiapan pengelolaan pelabuhan laut,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase rencana persiapan pengelolaan pelabuhan laut,Jumlah kebijakan pengelolaan pelabuhan laut,Tahunan,Maret n+1,dokumen,Provinsi
Dinas Perhubungan,Persentase rencana persiapan pengelolaan pelabuhan laut,Jumlah kebijakan teknis rencana persiapan pengelolaan pelabuhan laut,Tahunan,Maret n+1,dokumen,Provinsi
Dinas Perhubungan,Persentase Terminal yang sesuai standar,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase Terminal yang sesuai standar,Jumlah terminal,Tahunan,Maret n+1,unit,Provinsi
Dinas Perhubungan,Persentase Terminal yang sesuai standar,Jumlah terminal yang sesuai standar,Tahunan,Maret n+1,unit,Provinsi
Dinas Perhubungan,Persentase wilayah yang memanfaatkan ICT untuk peningkatan layanan transportasi,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Perhubungan,Persentase wilayah yang memanfaatkan ICT untuk peningkatan layanan transportasi,Jumlah kabupaten/kota,Tahunan,Maret n+1,kab/kot,Provinsi
Dinas Perhubungan,Persentase wilayah yang memanfaatkan ICT untuk peningkatan layanan transportasi,Jumlah kabupaten/kota yang menerapkan Information and Communication Technology (ICT),Tahunan,Maret n+1,kab/kot,Provinsi
Dinas Perhubungan,Tingkat Konektivitas,*,Tahunan,Februari n+1,persen,***
Dinas Perindustrian dan Perdagangan,Nilai Ekspor Non Migas Pelaku Usaha Pengguna SKA,*,Tahunan,Januari n+1,milyar usd,Provinsi
Dinas Perindustrian dan Perdagangan,Nilai Ekspor Non Migas Pelaku Usaha Pengguna SKA,Nilai Ekspor berdasarkan SKA yang diterbitkan pada tahun n,Tahunan,Januari n+1,milyar usd,Provinsi
Dinas Perindustrian dan Perdagangan,Nilai produksi Industri Pengolahan,*,Tahunan,Februari n+1,trilyun rupiah,Provinsi
Dinas Perindustrian dan Perdagangan,Nilai produksi Industri Pengolahan,Nilai Produksi Industri,Tahunan,Februari n+1,rupiah,Provinsi
Dinas Perindustrian dan Perdagangan,Nilai produksi Industri Pengolahan,Volume produksi industri**,Tahunan,Januari,**,Provinsi
Dinas Perindustrian dan Perdagangan,Peningkatan nilai omset pelaku usaha yang terfasilitasi pemasaran produk dalam negeri,*,Tahunan,Juni n+1,persen,Provinsi
Dinas Perindustrian dan Perdagangan,Peningkatan nilai omset pelaku usaha yang terfasilitasi pemasaran produk dalam negeri,Jumlah Pelaku usaha yang difasilitasi**,Tahunan,Juni n+1,orang,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Peningkatan nilai omset pelaku usaha yang terfasilitasi pemasaran produk dalam negeri,Omset pelaku usaha yang difasilitasi pemasaran produk dalam negeri pada tahun n,Tahunan,Juni n+1,rupiah,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Peningkatan nilai omset pelaku usaha yang terfasilitasi pemasaran produk dalam negeri,Omset pelaku usaha yang difasilitasi pemasaran produk dalam negeri pada tahun n-1,Tahunan,Juni n+1,rupiah,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Persentase barang beredar dan/atau jasa yang diawasi yang sesuai dengan ketentuan perundangundangan**,*,Tahunan,Januari n+1,persen,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Persentase barang beredar dan/atau jasa yang diawasi yang sesuai dengan ketentuan perundangundangan**,Jumlah barang beredar dan/atau jasa yang diawasi,Tahunan,Januari n+1,merk/tipe,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Persentase barang beredar dan/atau jasa yang diawasi yang sesuai dengan ketentuan perundangundangan**,Jumlah barang beredar dan/atau jasa yang diawasi sesuai ketentuan perundangundangan,Tahunan,Januari n+1,merk/tipe,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Persentase pelaku usaha perdagangan yang diawasi yang sesuai dengan ketentuan perundang-undangan**,*,Tahunan,Januari n+1,persen,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Persentase pelaku usaha perdagangan yang diawasi yang sesuai dengan ketentuan perundang-undangan**,Jumlah pelaku usaha yang diawasi,Tahunan,Januari n+1,pelaku usaha,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Persentase pelaku usaha perdagangan yang diawasi yang sesuai dengan ketentuan perundang-undangan**,Jumlah pelaku usaha yang diawasi sesuai ketentuan perundang-undangan,Tahunan,Januari n+1,pelaku usaha,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Persentase Pelaku Usaha yang mendapatkan pelayanan perdagangan**,*,Tahunan,Januari n+1,persen,Provinsi
Dinas Perindustrian dan Perdagangan,Persentase Pelaku Usaha yang mendapatkan pelayanan perdagangan**,jumlah Pelaku Usaha yang mendapatkan Pelayanan Tahun n,Tahunan,Januari n+1,izin,Provinsi
Dinas Perindustrian dan Perdagangan,Persentase Pelaku Usaha yang mendapatkan pelayanan perdagangan**,Jumlah Pelaku Usaha yang mengajukan Pelayanan Tahun n,Tahunan,Januari n+1,orang,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Persentase penanganan pengaduan konsumen,*,Tahunan,Januari n+1,persen,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Persentase penanganan pengaduan konsumen,Jumlah kasus yang masuk,Tahunan,Januari n+1,kasus,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Persentase penanganan pengaduan konsumen,Jumlah kasus yang terselesaikan,Tahunan,Januari n+1,kasus,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Persentase peningkatan industri yang masuk SIINas,*,Tahunan,Februari n+1,persen,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Persentase peningkatan industri yang masuk SIINas,Jumlah Pelaku usaha yang melaporkan data industri dalam SIINAS,Tahunan,Februari n+1,industri,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Persentase peningkatan industri yang masuk SIINas,Jumlah Pelaku usaha yang memiliki akun SIINAS,Tahunan,Februari n+1,industri,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Persentase peningkatan industri yang masuk SIINas,Penambahan industri yang masuk SIINas tahun n,Tahunan,Februari n+1,industri,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Persentase peningkatan industri yang masuk SIINas,Penambahan industri yang masuk SIINas tahun n-1,Tahunan,Februari n+1,industri,Kabupaten/Kota
Dinas Perindustrian dan Perdagangan,Persentase Sarana Distribusi Perdagangan yang Meningkat Kualitasnya,*,Tahunan,Februari n+1,persen,Provinsi
Dinas Perindustrian dan Perdagangan,Persentase Sarana Distribusi Perdagangan yang Meningkat Kualitasnya,Jumlah pasar pemda,Tahunan,Februari n+1,unit,Provinsi
Dinas Perindustrian dan Perdagangan,Persentase Sarana Distribusi Perdagangan yang Meningkat Kualitasnya,Jumlah revitalisasi pasar dan pasar SNI,Tahunan,Februari n+1,unit,Provinsi
Dinas Perindustrian dan Perdagangan,Persentase stabilitas harga barang kebutuhan barang pokok,*,Tahunan,Januari n+1,persen,Provinsi
Dinas Perindustrian dan Perdagangan,Persentase stabilitas harga barang kebutuhan barang pokok,rata-rata harga provinsi barang kebutuhan pokok selama bulan Januari s.d Desember,Tahunan,Februari n+1,rupiah,Provinsi
